Id,LotArea,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,YrSold,SaleCondition,SalePrice
863,9672,SawyerW,1Fam,1Story,1984,1985,1097,3,1,TA,0,NA,Attchd,1986,2,480,2010,Normal,152000
864,7931,NAmes,1Fam,1Story,1959,1959,1148,3,1,TA,0,NA,Attchd,1959,1,672,2009,Normal,132500
865,8640,Somerst,1Fam,1Story,2007,2008,1372,3,1,Gd,0,NA,Attchd,2008,2,529,2008,Partial,250580
866,8750,NAmes,1Fam,1Story,1970,1970,1002,3,1,TA,0,NA,Detchd,1973,2,902,2009,Normal,148500
867,10656,Timber,1Fam,1Story,2006,2007,1646,3,1,Gd,1,Gd,Attchd,2007,3,870,2007,Partial,248900
868,6970,Sawyer,1Fam,1Story,1961,1961,1120,3,1,Fa,0,NA,Attchd,1961,2,544,2007,Normal,129000
869,14762,Gilbert,1Fam,2Story,1948,1950,2320,2,1,TA,1,TA,Attchd,1979,2,672,2006,Normal,169000
870,9938,SawyerW,1Fam,2Story,1993,1994,1949,3,1,Gd,1,TA,Attchd,1993,2,574,2010,Normal,236000
871,6600,NAmes,1Fam,1Story,1962,1962,894,2,1,TA,0,NA,Detchd,1962,1,308,2009,Normal,109500
872,8750,CollgCr,1Fam,2Story,1998,1998,1682,3,1,Gd,0,NA,Attchd,1998,2,523,2010,Normal,200500
873,8892,NAmes,1Fam,1Story,1953,1996,910,3,1,Gd,0,NA,Attchd,1953,2,414,2008,Normal,116000
874,12144,NAmes,1Fam,1Story,1949,1950,1268,3,1,TA,1,Gd,Attchd,1949,1,288,2009,Normal,133000
875,5720,OldTown,1Fam,1.5Fin,1941,1950,1131,3,1,TA,0,NA,Detchd,1941,1,200,2009,Abnorml,66500
876,9000,Somerst,1Fam,2Story,2007,2007,2610,4,1,Ex,1,Gd,BuiltIn,2007,2,550,2007,Partial,303477
877,25286,Mitchel,1Fam,1Story,1963,1963,1040,3,1,TA,0,NA,Attchd,1963,2,648,2007,Normal,132250
878,8834,NridgHt,1Fam,2Story,2004,2005,2224,4,1,Ex,1,Gd,Attchd,2004,3,738,2009,Normal,350000
879,11782,Sawyer,1Fam,SFoyer,1961,1995,1155,3,1,Gd,0,NA,Detchd,1987,2,576,2010,Normal,148000
880,7000,CollgCr,1Fam,1Story,1978,2005,864,3,1,TA,0,NA,Attchd,1978,1,336,2009,Normal,136500
881,7024,Edwards,1Fam,1Story,2005,2006,1090,2,1,TA,0,NA,Attchd,2005,2,450,2007,Normal,157000
882,13758,Timber,1Fam,1.5Fin,1990,1991,1717,3,1,Gd,1,TA,Attchd,1990,2,400,2007,Normal,187500
883,9636,Gilbert,1Fam,2Story,1992,1993,1593,3,1,TA,1,TA,BuiltIn,1993,2,389,2009,Normal,178000
884,6204,SWISU,1Fam,2.5Fin,1912,1950,2230,5,1,TA,0,NA,Detchd,1997,1,440,2006,Normal,118500
885,7150,NAmes,1Fam,1Story,1967,1967,892,3,1,TA,0,NA,Attchd,1967,1,288,2009,Normal,100000
886,5119,Somerst,TwnhsE,1Story,1999,2000,1709,2,1,Gd,1,TA,Attchd,1999,2,506,2008,Abnorml,328900
887,8393,NAmes,Duplex,1Story,1959,2005,1712,4,2,TA,0,NA,Attchd,2005,2,588,2006,Family,145000
888,16466,Edwards,1Fam,1.5Fin,1955,1955,1393,3,1,TA,0,NA,Attchd,1955,1,300,2008,Normal,135500
889,15865,NAmes,1Fam,1Story,1970,1970,2217,4,1,Gd,1,TA,Attchd,1970,2,621,2007,Normal,268000
890,12160,NAmes,1Fam,1Story,1953,1953,1505,2,1,TA,1,TA,Attchd,1953,2,505,2009,Normal,149500
891,8064,NAmes,1Fam,1.5Fin,1949,2006,924,3,1,TA,1,Po,Detchd,2003,2,576,2007,Normal,122900
892,11184,Sawyer,1Fam,2Story,1978,1978,1683,3,1,TA,1,TA,Attchd,1978,2,440,2009,Normal,172500
893,8414,Sawyer,1Fam,1Story,1963,2003,1068,3,1,TA,0,NA,Attchd,1963,1,264,2006,Normal,154500
894,13284,Sawyer,1Fam,1Story,1954,1954,1383,3,1,TA,1,Gd,Attchd,1954,1,354,2008,Normal,165000
895,7018,SawyerW,Duplex,1Story,1979,1979,1535,4,2,TA,0,NA,Attchd,1979,2,400,2009,Alloca,118858
896,7056,NAmes,1Fam,2Story,1963,1963,1796,4,1,TA,1,TA,Attchd,1963,2,483,2008,Normal,140000
897,8765,IDOTRR,1Fam,1Story,1936,1950,951,2,1,TA,0,NA,Detchd,1936,1,327,2006,Abnorml,106500
898,7018,SawyerW,Duplex,2Story,1979,1979,2240,6,2,TA,0,NA,Detchd,1979,2,528,2009,Alloca,142953
899,12919,NridgHt,1Fam,1Story,2009,2010,2364,2,1,Ex,2,Gd,Attchd,2009,3,820,2010,Partial,611657
900,6993,Sawyer,1Fam,1Story,1961,1994,1236,3,1,TA,1,TA,Attchd,1961,1,288,2006,Normal,135000
901,7340,NAmes,1Fam,1Story,1971,1971,858,2,1,TA,0,NA,Detchd,1979,1,684,2007,Normal,110000
902,8712,NAmes,1Fam,1Story,1957,2000,1306,2,1,TA,0,NA,Detchd,1968,1,756,2009,Normal,153000
903,7875,Gilbert,1Fam,2Story,2003,2003,1509,3,1,Gd,1,Gd,Attchd,2003,2,393,2006,Normal,180000
904,14859,Gilbert,1Fam,1Story,2006,2006,1670,3,1,Gd,1,Gd,Attchd,2006,3,690,2006,Partial,240000
905,6173,Sawyer,1Fam,1Story,1967,1967,902,3,1,TA,0,NA,Attchd,1967,1,288,2007,Normal,125500
906,9920,NAmes,1Fam,1Story,1954,1954,1063,3,1,TA,0,NA,Attchd,1954,1,280,2010,Normal,128000
907,13501,Somerst,1Fam,1Story,2006,2006,1636,3,1,Gd,1,Gd,Attchd,2006,3,865,2007,Normal,255000
908,11500,Crawfor,1Fam,1.5Fin,1936,1987,2057,3,1,Gd,1,Gd,Attchd,1936,1,180,2006,Normal,250000
909,8885,Mitchel,1Fam,1Story,1983,1983,902,2,1,TA,0,NA,Attchd,1983,2,484,2006,Normal,131000
910,12589,Gilbert,1Fam,2Story,2005,2005,1484,3,1,Gd,1,Gd,Attchd,2005,2,390,2009,Normal,174000
911,11600,NAmes,Duplex,2Story,1960,1960,2274,5,2,TA,0,NA,Detchd,1960,2,480,2010,Normal,154300
912,9286,CollgCr,1Fam,1Story,1977,1989,1268,3,1,Gd,0,NA,Detchd,1978,1,252,2009,Normal,143500
913,6120,BrkSide,1Fam,1Story,1925,1950,1015,3,1,TA,0,NA,Detchd,1925,1,450,2006,Abnorml,88000
914,6270,Crawfor,Duplex,2Story,1949,1950,2002,4,2,TA,0,NA,2Types,1949,3,871,2007,Normal,145000
915,3000,Somerst,TwnhsE,2Story,2009,2009,1224,2,1,Gd,0,NA,Detchd,2009,2,528,2009,Partial,173733
916,2001,MeadowV,Twnhs,2Story,1970,1970,1092,3,1,TA,0,NA,Attchd,1970,1,286,2007,Normal,75000
917,9000,IDOTRR,1Fam,1Story,1949,1950,480,1,1,TA,0,NA,Detchd,1958,1,308,2006,Abnorml,35311
918,17140,Edwards,1Fam,1Story,1956,1956,1229,3,1,TA,0,NA,Attchd,1956,1,284,2009,Normal,135000
919,13125,SawyerW,1Fam,2Story,1991,1991,2127,4,1,Gd,1,TA,Attchd,1991,3,833,2007,Normal,238000
920,11029,NAmes,1Fam,1Story,1958,2002,1414,3,1,TA,1,TA,Attchd,1990,2,601,2008,Normal,176500
921,8462,SawyerW,1Fam,2Story,1994,1994,1721,3,1,Gd,0,NA,Attchd,1994,2,471,2007,Normal,201000
922,8777,Edwards,Duplex,1.5Fin,1900,2003,2200,4,2,TA,0,NA,NA,NA,0,0,2008,Normal,145900
923,10237,Gilbert,1Fam,1Story,2005,2006,1316,3,1,Gd,1,Gd,Attchd,2005,2,397,2006,Partial,169990
924,8012,SawyerW,TwnhsE,1Story,1993,1994,1617,2,1,Gd,1,Fa,Attchd,1993,2,533,2008,Normal,193000
925,10240,NWAmes,1Fam,1Story,1980,1980,1686,3,1,TA,1,TA,Attchd,1980,2,612,2006,Normal,207500
926,15611,NWAmes,1Fam,1Story,1977,1977,1126,3,1,Ex,0,NA,Attchd,1977,2,540,2008,Abnorml,175000
927,11999,NridgHt,1Fam,2Story,2003,2004,2374,4,1,Ex,1,Gd,BuiltIn,2003,3,656,2007,Normal,285000
928,9900,NWAmes,1Fam,2Story,1968,1968,1978,4,1,TA,1,Gd,Attchd,1968,2,486,2008,Normal,176000
929,11838,CollgCr,1Fam,1Story,2001,2001,1788,3,1,Ex,1,TA,Attchd,2001,2,522,2009,Normal,236500
930,13006,Gilbert,1Fam,2Story,1997,1997,2236,4,1,Gd,1,TA,BuiltIn,1997,2,642,2006,Normal,222000
931,8925,Timber,1Fam,1Story,2007,2007,1466,3,1,Gd,0,NA,Attchd,2007,3,610,2009,Normal,201000
932,9100,NAmes,1Fam,1Story,1965,1965,925,2,1,TA,0,NA,Detchd,1965,1,429,2009,Normal,117500
933,11670,Somerst,1Fam,1Story,2006,2006,1905,3,1,Ex,1,Gd,Attchd,2006,3,788,2007,Normal,320000
934,8487,CollgCr,1Fam,1Story,2004,2004,1500,3,1,Gd,0,NA,Attchd,2004,2,570,2009,Normal,190000
935,27650,NAmes,1Fam,1Story,1960,2007,2069,4,1,Gd,1,Gd,Attchd,1960,2,505,2008,Normal,242000
936,5825,BrkSide,1Fam,1Story,1926,1953,747,1,1,TA,0,NA,Detchd,1953,2,528,2006,Normal,79900
937,10083,SawyerW,1Fam,1Story,2003,2003,1200,2,1,Gd,0,NA,Attchd,2003,2,555,2009,Normal,184900
938,9675,Somerst,1Fam,2Story,2005,2005,1971,3,1,Gd,1,Gd,Attchd,2005,2,689,2009,Normal,253000
939,8760,CollgCr,1Fam,2Story,2006,2006,1962,3,1,Gd,0,NA,Attchd,2006,3,868,2006,Partial,239799
940,24090,ClearCr,1Fam,2Story,1940,1950,2403,4,1,TA,2,TA,Attchd,1940,1,349,2010,Normal,244400
941,12640,Mitchel,Duplex,1Story,1976,1976,1728,4,2,TA,0,NA,Attchd,1976,2,574,2006,Normal,150900
942,8755,Gilbert,1Fam,2Story,1999,1999,2060,3,1,Gd,1,TA,BuiltIn,1999,2,390,2009,Normal,214000
943,7711,Edwards,Duplex,1Story,1977,1977,1440,4,2,TA,0,NA,NA,NA,0,0,2007,Abnorml,150000
944,25000,Mitchel,Duplex,1Story,1967,1967,1632,4,2,TA,0,NA,Attchd,1967,2,576,2007,Normal,143000
945,14375,Timber,1Fam,SLvl,1958,1958,1344,3,1,Gd,1,Gd,Basment,1958,2,525,2009,Abnorml,137500
946,8820,OldTown,1Fam,1.5Fin,1890,1996,1869,2,1,TA,0,NA,Detchd,1963,2,456,2009,Normal,124900
947,8163,NAmes,1Fam,SLvl,1959,1959,1144,3,1,TA,1,TA,Attchd,1959,1,796,2006,Normal,143000
948,14536,Timber,1Fam,1Story,2002,2003,1629,3,1,Gd,1,Gd,Attchd,2002,3,808,2007,Normal,270000
949,14006,CollgCr,1Fam,2Story,2002,2002,1776,3,1,Gd,1,TA,Attchd,2002,2,474,2006,Normal,192500
950,9360,NWAmes,1Fam,1Story,1972,2006,1381,3,1,Gd,1,TA,Attchd,1972,2,676,2010,Normal,197500
951,7200,NAmes,1Fam,1Story,1950,2002,864,3,1,Gd,0,NA,Detchd,1980,2,720,2007,Normal,129000
952,7800,SawyerW,1Fam,1Story,1965,1965,965,3,1,TA,0,NA,Detchd,1979,1,300,2006,Abnorml,119900
953,7200,CollgCr,1Fam,SFoyer,1972,2003,768,2,1,TA,0,NA,Detchd,1974,1,396,2009,Normal,133900
954,11075,Mitchel,1Fam,2Story,1969,1969,1968,4,1,TA,1,Po,Attchd,1969,2,530,2008,Normal,172000
955,9400,Edwards,Duplex,SFoyer,1975,1975,980,4,0,TA,0,NA,NA,NA,0,0,2006,AdjLand,127500
956,7136,Crawfor,Duplex,2Story,1946,1950,1958,4,2,TA,0,NA,Attchd,1946,2,492,2007,Normal,145000
957,1300,Blueste,TwnhsE,2Story,1980,1980,1229,2,1,TA,1,TA,Attchd,1980,2,462,2009,Normal,124000
958,7420,Sawyer,1Fam,1Story,1962,1962,1057,3,1,TA,0,NA,Detchd,1977,2,576,2007,Normal,132000
959,8450,CollgCr,1Fam,1Story,2003,2003,1337,3,1,Gd,0,NA,Attchd,2003,2,531,2007,Normal,185000
960,2572,Somerst,Twnhs,2Story,1999,1999,1416,3,1,Gd,0,NA,Detchd,1999,2,484,2010,Normal,155000
961,7207,BrkSide,1Fam,1Story,1958,2008,858,2,1,TA,0,NA,NA,NA,0,0,2010,Normal,116500
962,12227,NWAmes,1Fam,2Story,1977,1995,2872,4,1,TA,1,TA,Attchd,1977,2,619,2008,Normal,272000
963,2308,NPkVill,TwnhsE,2Story,1976,1976,1548,3,1,Gd,1,TA,Detchd,1976,2,440,2007,Normal,155000
964,11923,CollgCr,1Fam,1Story,2007,2007,1800,2,1,Ex,0,NA,Attchd,2007,2,702,2009,Normal,239000
965,11316,Timber,1Fam,2Story,2002,2003,1894,4,1,Gd,1,Gd,BuiltIn,2002,2,510,2010,Normal,214900
966,10237,Gilbert,1Fam,2Story,2005,2007,1484,3,1,Gd,1,Gd,Attchd,2005,2,393,2007,Partial,178900
967,9600,Crawfor,1Fam,1.5Fin,1940,1950,1308,2,1,TA,2,TA,Detchd,1940,1,256,2009,Normal,160000
968,7390,NAmes,1Fam,1Story,1955,1955,1098,3,1,TA,0,NA,Attchd,1955,1,260,2008,Normal,135000
969,5925,OldTown,1Fam,1.5Fin,1910,1950,968,2,1,TA,0,NA,NA,NA,0,0,2009,Abnorml,37900
970,10382,NAmes,2fmCon,SLvl,1958,1958,1095,2,1,TA,0,NA,Attchd,1958,1,264,2006,Normal,140000
971,10800,NAmes,1Fam,1.5Fin,1949,1950,1192,4,1,TA,0,NA,NA,NA,0,0,2006,Abnorml,135000
972,2268,NridgHt,Twnhs,2Story,2003,2004,1626,2,1,Gd,0,NA,BuiltIn,2003,2,474,2009,Normal,173000
973,7892,SawyerW,TwnhsE,1Story,1979,1979,918,2,1,TA,1,TA,Attchd,1979,1,264,2010,Normal,99500
974,11639,Somerst,1Fam,1Story,2007,2008,1428,3,1,Gd,0,NA,Attchd,2007,2,480,2008,Partial,182000
975,11414,BrkSide,1Fam,2Story,1910,1993,2019,3,1,Gd,0,NA,Detchd,1997,2,532,2009,Normal,167500
976,2651,Somerst,Twnhs,2Story,2000,2000,1382,3,1,Gd,0,NA,Detchd,2000,2,490,2006,Normal,165000
977,5900,BrkSide,1Fam,1Story,1923,1958,869,2,1,Fa,0,NA,NA,NA,0,0,2006,Normal,85500
978,4274,Somerst,TwnhsE,1Story,2006,2007,1241,1,1,Gd,0,NA,Attchd,2007,2,569,2007,Partial,199900
979,9450,Edwards,1Fam,1Story,1954,1954,894,3,1,TA,0,NA,Detchd,1999,2,400,2007,Abnorml,110000
980,8816,Sawyer,1Fam,1Story,1963,1963,1121,3,1,TA,0,NA,Detchd,1963,2,480,2009,Normal,139000
981,12122,NAmes,1Fam,SFoyer,1961,2007,999,3,1,Ex,0,NA,Attchd,1961,2,588,2008,Normal,178400
982,12203,NoRidge,1Fam,2Story,1998,1999,2612,4,1,Gd,1,TA,Attchd,1998,3,676,2009,Normal,336000
983,3182,Blmngtn,1Fam,1Story,2007,2007,1266,2,1,Gd,1,Gd,Attchd,2007,2,388,2008,Normal,159895
984,11250,CollgCr,1Fam,2Story,2002,2002,2290,4,1,Gd,1,Gd,Attchd,2002,2,779,2008,Normal,255900
985,10125,Mitchel,Duplex,1.5Fin,1977,1977,1734,4,2,Gd,0,NA,Attchd,1977,2,539,2009,Normal,126000
986,10880,Edwards,2fmCon,1Story,1950,1950,1164,3,1,TA,0,NA,Detchd,1950,1,240,2008,Normal,125000
987,5310,OldTown,1Fam,1.5Fin,1910,2003,1635,2,1,Gd,0,NA,Attchd,1950,1,255,2006,Normal,117000
988,10159,NridgHt,1Fam,1Story,2009,2010,1940,3,1,Ex,1,Gd,Attchd,2010,3,606,2010,Partial,395192
989,12046,NWAmes,1Fam,2Story,1976,1976,2030,4,1,Gd,1,TA,Attchd,1976,2,551,2007,Normal,195000
990,8125,Somerst,1Fam,2Story,2006,2006,1576,3,1,Gd,0,NA,Attchd,2006,2,614,2006,Partial,197000
991,9452,NoRidge,1Fam,2Story,1997,1998,2392,3,1,Gd,1,TA,Attchd,1997,3,870,2006,Normal,348000
992,17671,OldTown,1Fam,2Story,1882,1986,1742,4,1,Gd,1,Gd,Attchd,1925,2,424,2009,Normal,168000
993,9760,NAmes,1Fam,2Story,1964,1993,1851,3,1,Gd,1,Fa,Attchd,1964,2,440,2007,Normal,187000
994,8846,CollgCr,1Fam,2Story,2005,2006,1500,3,1,Gd,0,NA,Attchd,2005,2,564,2006,Partial,173900
995,12456,NridgHt,1Fam,1Story,2006,2007,1718,3,1,Ex,1,Gd,Attchd,2008,3,786,2009,Normal,337500
996,4712,BrkSide,1Fam,1.5Fin,1946,1950,1230,3,1,TA,0,NA,Detchd,1946,1,305,2006,Abnorml,121600
997,10659,NAmes,1Fam,1Story,1961,1961,1050,3,1,TA,0,NA,Attchd,1961,1,368,2006,Normal,136500
998,11717,NWAmes,1Fam,1Story,1970,1970,1442,2,1,TA,1,TA,Attchd,1970,2,615,2009,Normal,185000
999,9786,IDOTRR,1Fam,1Story,1922,1950,1077,3,1,TA,1,Gd,Detchd,1922,1,210,2006,Normal,91000
1000,6762,CollgCr,1Fam,1Story,2006,2006,1208,2,1,Gd,0,NA,Attchd,2006,2,632,2010,Normal,206000
1001,10206,Edwards,1Fam,1Story,1952,1952,944,2,1,Fa,0,NA,Detchd,1956,2,528,2009,Normal,82000
1002,5400,OldTown,1Fam,1Story,1920,1950,691,2,1,Ex,0,NA,Detchd,1920,1,216,2007,Abnorml,86000
1003,11957,Somerst,1Fam,1Story,2006,2006,1574,3,1,Gd,1,Gd,Attchd,2006,3,824,2008,Normal,232000
1004,11500,NWAmes,Duplex,1Story,1976,1976,1680,4,2,TA,0,NA,Detchd,1976,2,528,2007,Normal,136905
1005,3182,Blmngtn,TwnhsE,1Story,2005,2006,1504,1,1,Gd,1,Gd,Attchd,2005,2,457,2009,Normal,181000
1006,8385,CollgCr,1Fam,SLvl,1977,1977,985,3,1,TA,0,NA,Attchd,1977,1,328,2008,Normal,149900
1007,12155,NAmes,1Fam,1Story,1970,1970,1657,3,1,TA,1,TA,Attchd,1970,2,484,2007,Normal,163500
1008,2217,MeadowV,TwnhsE,2Story,1970,1970,1092,3,1,TA,0,NA,Attchd,1970,1,286,2009,Normal,88000
1009,12118,Mitchel,1Fam,1Story,2004,2005,1710,3,1,Gd,1,Gd,Attchd,2004,2,550,2009,Normal,240000
1010,6000,SWISU,1Fam,1.5Fin,1926,1950,1522,4,1,TA,0,NA,NA,NA,0,0,2006,Normal,102000
1011,21286,Sawyer,1Fam,1.5Fin,1948,1950,1271,4,1,TA,1,Gd,Attchd,1948,1,312,2008,Normal,135000
1012,9825,Edwards,Duplex,1Story,1965,1965,1664,4,2,TA,0,NA,NA,NA,0,0,2010,Normal,100000
1013,10592,Crawfor,1Fam,2Story,1923,1996,1502,3,1,Gd,2,TA,Detchd,1923,1,180,2007,Normal,165000
1014,7200,OldTown,1Fam,1Story,1910,2006,1022,2,1,TA,0,NA,Detchd,1956,1,280,2009,Normal,85000
1015,11664,NAmes,1Fam,1Story,1948,1950,1082,2,1,TA,1,Gd,Detchd,1948,1,240,2007,Normal,119200
1016,8400,NWAmes,1Fam,2Story,2001,2001,1665,3,1,Gd,0,NA,Attchd,2001,2,528,2009,Normal,227000
1017,11883,CollgCr,1Fam,1Story,1996,1996,1504,3,1,Gd,1,TA,Attchd,1996,2,478,2009,Normal,203000
1018,5814,StoneBr,TwnhsE,1Story,1984,1984,1360,1,1,Gd,1,Ex,Attchd,1984,2,565,2009,Abnorml,187500
1019,10784,Gilbert,1Fam,SLvl,1991,1992,1472,3,1,Gd,1,TA,Attchd,1991,2,402,2007,Normal,160000
1020,3013,Blmngtn,TwnhsE,1Story,2005,2005,1506,2,1,Gd,1,Gd,Attchd,2005,2,440,2006,Normal,213490
1021,7024,Edwards,1Fam,1Story,2005,2005,1132,2,1,Gd,0,NA,Attchd,2005,2,451,2008,Normal,176000
1022,7406,CollgCr,1Fam,1Story,2006,2006,1220,2,1,Gd,0,NA,Attchd,2006,2,632,2006,Partial,194000
1023,9439,OldTown,1Fam,1.5Fin,1930,1950,1248,2,1,TA,0,NA,Detchd,1957,1,160,2007,Normal,87000
1024,3182,Blmngtn,TwnhsE,1Story,2005,2006,1504,2,1,Gd,1,Gd,Attchd,2005,2,437,2008,Normal,191000
1025,15498,Timber,1Fam,1Story,1976,1976,2898,2,1,Gd,1,Gd,Attchd,1976,2,665,2008,Abnorml,287000
1026,7700,CollgCr,1Fam,1Story,1972,1972,882,3,1,TA,0,NA,Detchd,1980,2,461,2007,Normal,112500
1027,9300,NAmes,1Fam,1Story,1960,1960,1264,3,1,TA,2,Gd,Attchd,1960,2,461,2010,Normal,167500
1028,9520,Timber,1Fam,1Story,2007,2008,1646,3,1,Gd,1,Gd,Attchd,2008,3,800,2008,Partial,293077
1029,9492,NAmes,1Fam,1.5Fin,1941,1950,1376,3,1,TA,1,Gd,Attchd,1941,1,240,2007,Normal,105000
1030,1680,BrDale,Twnhs,2Story,1972,1972,1218,3,1,TA,0,NA,Detchd,1972,1,264,2006,Normal,118000
1031,7082,SWISU,2fmCon,2Story,1916,1995,1928,5,2,TA,0,NA,NA,NA,0,0,2006,Normal,160000
1032,15863,SWISU,1Fam,2.5Fin,1920,1970,3082,5,1,TA,2,TA,Basment,1970,2,672,2009,Normal,197000
1033,14541,NoRidge,1Fam,2Story,1993,1993,2520,5,1,Gd,1,TA,Attchd,1993,3,796,2006,Abnorml,310000
1034,8125,CollgCr,1Fam,1Story,2002,2002,1654,3,1,Gd,0,NA,Attchd,2002,3,900,2006,Normal,230000
1035,6305,Crawfor,1Fam,1Story,1938,1950,954,2,1,Fa,1,Gd,Basment,1938,1,240,2007,Normal,119750
1036,11500,Edwards,1Fam,1Story,1957,1957,845,3,1,TA,0,NA,Detchd,1957,1,290,2009,Normal,84000
1037,12898,Timber,1Fam,1Story,2007,2008,1620,2,1,Ex,1,Ex,Attchd,2008,3,912,2009,Normal,315500
1038,9240,CollgCr,1Fam,2Story,2001,2002,2263,3,1,Gd,1,TA,BuiltIn,2001,2,905,2008,Normal,287000
1039,1533,MeadowV,Twnhs,2Story,1970,2008,1344,3,1,TA,1,TA,NA,NA,0,0,2009,Normal,97000
1040,1477,MeadowV,TwnhsE,SFoyer,1970,1970,630,1,1,TA,0,NA,Attchd,1970,1,286,2009,Normal,80000
1041,13125,Sawyer,1Fam,1Story,1957,2000,1803,3,1,TA,1,TA,Attchd,1957,2,484,2006,Normal,155000
1042,9130,NWAmes,1Fam,2Story,1966,2000,1632,4,1,Gd,0,NA,Attchd,1966,2,484,2008,Normal,173000
1043,5381,NridgHt,Twnhs,1Story,2005,2005,1306,1,1,Gd,1,Gd,Attchd,2005,2,624,2009,Normal,196000
1044,11839,SawyerW,1Fam,2Story,1990,1990,2329,4,1,Gd,1,Ex,Attchd,1990,2,514,2008,Normal,262280
1045,9600,NWAmes,1Fam,1Story,1981,1981,2524,4,1,Gd,1,Gd,Attchd,1981,2,542,2009,Normal,278000
1046,13680,Edwards,1Fam,1Story,1955,1955,1733,4,1,TA,1,Gd,Attchd,1955,2,452,2009,Normal,139600
1047,16056,StoneBr,1Fam,2Story,2005,2006,2868,4,1,Ex,1,Gd,BuiltIn,2005,3,716,2006,Partial,556581
1048,9245,CollgCr,1Fam,1Story,1994,1995,990,3,1,TA,0,NA,Detchd,1996,2,672,2008,Normal,145000
1049,21750,Mitchel,1Fam,1Story,1960,2006,1771,3,1,TA,1,TA,Attchd,1960,2,336,2009,Normal,115000
1050,11100,Edwards,1Fam,1Story,1946,2006,930,2,1,Gd,0,NA,Detchd,1946,1,308,2010,Abnorml,84900
1051,8993,Gilbert,1Fam,1Story,2007,2007,1302,3,1,Gd,0,NA,Attchd,2007,2,436,2007,Partial,176485
1052,11175,CollgCr,1Fam,1Story,2007,2007,1316,3,1,Gd,1,Gd,Attchd,2007,2,440,2007,Partial,200141
1053,9500,NAmes,1Fam,2Story,1964,1978,1977,4,1,TA,1,TA,Attchd,1964,2,540,2007,Normal,165000
1054,8562,Edwards,1Fam,1Story,1957,2002,1526,4,1,TA,1,Gd,Basment,1957,1,364,2010,Normal,144500
1055,11367,CollgCr,1Fam,2Story,2002,2002,1989,3,1,Gd,1,Gd,Attchd,2002,2,586,2006,Normal,255000
1056,11361,NWAmes,1Fam,1Story,1976,1976,1523,3,1,TA,1,TA,Attchd,1976,2,478,2008,Abnorml,180000
1057,7052,NridgHt,TwnhsE,1Story,2005,2005,1364,2,1,Gd,1,Gd,Attchd,2005,2,484,2006,Normal,185850
1058,29959,NoRidge,1Fam,2Story,1994,1994,1850,3,1,Gd,1,Gd,BuiltIn,1994,2,467,2009,Normal,248000
1059,11308,NridgHt,1Fam,2Story,2008,2008,2184,3,1,Ex,1,Gd,Attchd,2008,3,836,2009,Normal,335000
1060,11275,Crawfor,1Fam,1.5Fin,1932,1950,1991,3,1,TA,1,Gd,Detchd,1977,2,432,2007,Normal,220000
1061,4920,StoneBr,TwnhsE,1Story,2001,2001,1338,2,1,Gd,0,NA,Attchd,2001,2,582,2010,Normal,213500
1062,18000,IDOTRR,1Fam,1Story,1935,1950,894,2,1,TA,0,NA,Detchd,1994,3,1248,2008,Normal,81000
1063,13600,OldTown,2fmCon,2Story,1900,1950,2337,5,2,TA,0,NA,Detchd,1945,2,560,2007,Normal,90000
1064,6000,OldTown,1Fam,1Story,1925,1980,1103,2,1,Gd,1,Gd,Detchd,1976,2,440,2006,Normal,110500
1065,11000,NAmes,1Fam,1Story,1966,1966,1154,3,1,TA,1,Po,Attchd,1966,2,480,2009,Normal,154000
1066,14000,ClearCr,1Fam,2Story,1996,1997,2260,3,1,Gd,0,NA,Attchd,1996,2,533,2010,Normal,328000
1067,7837,Gilbert,1Fam,2Story,1993,1994,1571,3,1,TA,1,TA,Attchd,1993,2,380,2009,Normal,178000
1068,9760,NAmes,1Fam,2Story,1964,1964,1611,4,1,TA,0,NA,Attchd,1964,2,442,2008,Normal,167900
1069,3964,MeadowV,TwnhsE,2Story,1973,1973,2521,5,1,TA,1,Gd,Attchd,1973,2,576,2006,Normal,151400
1070,9600,NAmes,1Fam,1.5Unf,1949,2003,893,2,1,Gd,0,NA,Detchd,1985,2,576,2007,Normal,135000
1071,10152,NAmes,1Fam,1Story,1956,1956,1048,3,1,TA,0,NA,Attchd,1956,1,286,2007,Normal,135000
1072,11700,NWAmes,1Fam,2Story,1968,1968,1556,4,1,TA,0,NA,Attchd,1968,2,441,2009,Normal,154000
1073,7585,Edwards,1Fam,1.5Fin,1948,1950,1456,4,1,TA,1,TA,Detchd,1954,1,280,2006,Normal,91500
1074,7950,Edwards,1Fam,2Story,1977,1977,1426,3,1,TA,0,NA,Attchd,1977,2,440,2009,Normal,159500
1075,8556,CollgCr,1Fam,1Story,2006,2006,1240,2,1,Gd,0,NA,Attchd,2006,3,826,2007,Normal,194000
1076,13125,Crawfor,1Fam,2Story,1940,1984,1740,3,1,TA,2,Gd,Attchd,1940,1,240,2007,Normal,219500
1077,10800,OldTown,1Fam,1.5Fin,1936,1989,1466,3,1,Gd,1,TA,Attchd,1950,2,566,2006,Normal,170000
